team_id,team_name,season,conference,rpi_rank,sos_rank,nonconference_rpi_rank,nonconference_sos_rank,conference_wins,conference_losses,conference_win_pct,overall_wins,overall_losses,overall_win_pct,nonconference_wins,nonconference_losses,nonconference_win_pct,home_wins,home_losses,home_win_pct,road_wins,road_losses,road_win_pct,neutral_wins,neutral_losses,neutral_win_pct,q1_wins,q1_losses,q1_win_pct,q2_wins,q2_losses,q2_win_pct,q3_wins,q3_losses,q3_win_pct,q4_wins,q4_losses,q4_win_pct
IPEDS:218742,South Carolina Upstate,2021,Big South,51,172,16,135,28,12,0.7,37,16,0.6981,9,2,0.8182,18,5,0.7826,19,9,0.6786,0,2,0.0,2,6,0.25,2,2,0.5,7,2,0.7778,26,6,0.8125
IPEDS:215293,Pittsburgh,2021,ACC,52,30,42,172,16,17,0.4848,23,20,0.5349,6,2,0.75,11,10,0.5238,9,8,0.5294,3,2,0.6,17,12,0.5862,1,7,0.125,2,1,0.6667,3,0,1.0
IPEDS:102094,South Alabama,2021,Sun Belt,53,93,65,70,15,9,0.625,36,22,0.6207,14,11,0.56,17,7,0.7083,13,13,0.5,6,2,0.75,5,3,0.625,7,6,0.5385,13,4,0.7647,11,9,0.55
IPEDS:182281,UNLV,2021,Mountain West,54,71,61,204,15,12,0.5556,20,13,0.6061,5,1,0.8333,17,3,0.85,3,10,0.2308,0,0,,3,4,0.4286,7,7,0.5,0,0,,10,2,0.8333
IPEDS:102049,Samford,2021,Southern,55,88,105,137,20,10,0.6667,35,24,0.5932,12,12,0.5,20,6,0.7692,12,17,0.4138,3,1,0.75,0,7,0.0,6,9,0.4,10,2,0.8333,19,6,0.76
IPEDS:163286,Maryland,2021,Big Ten,56,103,222,12,28,16,0.6364,30,18,0.625,0,0,,16,4,0.8,9,8,0.5294,5,6,0.4545,2,4,0.3333,4,5,0.4444,10,5,0.6667,14,4,0.7778
NCAA:air-force,Air Force,2021,Mountain West,57,59,7,6,18,16,0.5294,26,22,0.5417,8,6,0.5714,13,6,0.6842,9,15,0.375,4,1,0.8,7,7,0.5,6,9,0.4,3,0,1.0,10,6,0.625
IPEDS:133669,FAU,2021,Conference USA,58,57,50,51,18,14,0.5625,32,25,0.5614,12,9,0.5714,16,11,0.5926,14,12,0.5385,2,2,0.5,7,15,0.3182,6,5,0.5455,12,3,0.8,7,2,0.7778
IPEDS:122436,San Diego,2021,West Coast,59,226,68,214,19,8,0.7037,32,12,0.7273,13,4,0.7647,21,5,0.8077,11,7,0.6111,0,0,,2,1,0.6667,1,2,0.3333,6,1,0.8571,23,8,0.7419
IPEDS:218973,Wofford,2021,Southern,60,141,115,192,21,9,0.7,36,21,0.6316,14,10,0.5833,21,6,0.7778,14,12,0.5385,1,3,0.25,0,1,0.0,10,9,0.5263,10,2,0.8333,16,9,0.64
IPEDS:217882,Clemson,2021,ACC,61,24,76,43,16,20,0.4444,25,27,0.4808,8,6,0.5714,17,11,0.6071,6,14,0.3,2,2,0.5,7,23,0.2333,13,3,0.8125,3,0,1.0,2,1,0.6667
IPEDS:207500,Oklahoma,2021,Big 12,62,27,147,179,11,13,0.4583,27,28,0.4909,16,13,0.5517,15,11,0.5769,8,8,0.5,4,9,0.3077,8,17,0.32,6,7,0.4615,5,0,1.0,8,4,0.6667
IPEDS:155317,Kansas,2021,Big 12,63,50,70,178,8,16,0.3333,30,27,0.5263,22,10,0.6875,16,11,0.5926,12,14,0.4615,2,2,0.5,4,11,0.2667,8,11,0.4211,8,2,0.8,10,3,0.7692
IPEDS:140447,Mercer,2021,Southern,64,106,82,133,18,9,0.6667,35,22,0.614,17,11,0.6071,21,8,0.7241,14,12,0.5385,0,2,0.0,0,5,0.0,9,10,0.4737,11,0,1.0,15,7,0.6818
IPEDS:233921,Virginia Tech,2021,ACC,65,34,45,144,16,20,0.4444,27,25,0.5192,11,3,0.7857,17,13,0.5667,10,10,0.5,0,2,0.0,8,21,0.2759,7,2,0.7778,4,2,0.6667,8,0,1.0
IPEDS:157085,Kentucky,2021,SEC,66,37,81,209,12,18,0.4,29,23,0.5577,17,4,0.8095,22,13,0.6286,7,9,0.4375,0,1,0.0,8,20,0.2857,1,1,0.5,6,2,0.75,14,0,1.0
IPEDS:199218,UNCW,2021,Colonial Athletic,67,65,56,40,13,8,0.619,32,22,0.5926,17,12,0.5862,27,9,0.75,5,13,0.2778,0,0,,6,10,0.375,6,4,0.6,4,3,0.5714,16,5,0.7619
IPEDS:122409,San Diego State,2021,Mountain West,68,168,21,88,22,14,0.6111,30,16,0.6522,8,2,0.8,19,6,0.76,11,10,0.5238,0,0,,1,5,0.1667,9,6,0.6,0,0,,20,5,0.8
IPEDS:186283,Rider,2021,MAAC,69,97,216,10,18,16,0.5294,23,18,0.561,0,0,,12,4,0.75,9,13,0.4091,2,1,0.6667,1,6,0.1429,6,4,0.6,5,1,0.8333,11,7,0.6111
IPEDS:157289,Louisville,2021,ACC,70,62,131,221,16,16,0.5,28,22,0.56,11,5,0.6875,19,9,0.6786,8,12,0.4,1,1,0.5,12,13,0.48,5,6,0.4545,5,1,0.8333,6,2,0.75
IPEDS:155399,Kansas State,2021,Big 12,71,78,140,257,10,14,0.4167,34,23,0.5965,21,7,0.75,24,7,0.7742,3,12,0.2,7,4,0.6364,10,13,0.4348,5,5,0.5,1,0,1.0,18,5,0.7826
IPEDS:200004,Western Carolina,2021,Southern,72,75,63,92,14,11,0.56,28,21,0.5714,12,8,0.6,16,9,0.64,10,10,0.5,2,2,0.5,2,3,0.4,7,13,0.35,3,3,0.5,16,2,0.8889
IPEDS:238032,West Virginia,2021,Big 12,73,31,112,188,8,16,0.3333,25,27,0.4808,15,9,0.625,15,12,0.5556,6,13,0.3158,4,2,0.6667,6,15,0.2857,8,9,0.4706,5,0,1.0,6,3,0.6667
IPEDS:139931,Georgia Southern,2021,Sun Belt,74,98,79,99,14,10,0.5833,34,23,0.5965,17,12,0.5862,19,10,0.6552,12,11,0.5217,3,2,0.6,2,6,0.25,7,6,0.5385,12,5,0.7059,13,6,0.6842
IPEDS:217484,Rhode Island,2021,Atlantic 10,75,83,71,30,14,6,0.7,28,26,0.5185,13,18,0.4194,13,6,0.6842,14,19,0.4242,1,1,0.5,4,13,0.2353,2,1,0.6667,5,6,0.4545,17,6,0.7391
IPEDS:153658,Iowa,2021,Big Ten,76,113,272,271,26,18,0.5909,26,18,0.5909,0,0,,10,6,0.625,11,7,0.6111,5,5,0.5,2,3,0.4,4,4,0.5,7,7,0.5,13,4,0.7647
IPEDS:137351,South Florida,2021,American Athletic,77,53,104,49,14,14,0.5,31,30,0.5082,10,12,0.4545,14,12,0.5385,11,16,0.4074,6,2,0.75,4,7,0.3636,14,18,0.4375,4,2,0.6667,9,3,0.75
IPEDS:201885,Cincinnati,2021,American Athletic,78,70,103,159,18,14,0.5625,29,26,0.5273,11,10,0.5238,17,8,0.68,12,16,0.4286,0,2,0.0,1,8,0.1111,14,11,0.56,3,4,0.4286,11,3,0.7857
IPEDS:185572,Monmouth,2021,MAAC,79,152,272,271,22,10,0.6875,24,13,0.6486,0,0,,18,5,0.7826,6,7,0.4615,0,1,0.0,0,5,0.0,5,4,0.5556,0,0,,19,4,0.8261
IPEDS:433660,FGCU,2021,ASUN,80,99,51,54,12,6,0.6667,28,20,0.5833,15,12,0.5556,13,10,0.5652,13,9,0.5909,2,1,0.6667,3,6,0.3333,10,4,0.7143,7,5,0.5833,8,5,0.6154
IPEDS:217165,Bryant,2021,Northeast,81,227,161,160,21,4,0.84,27,14,0.6585,4,8,0.3333,12,2,0.8571,13,8,0.619,2,4,0.3333,0,2,0.0,1,4,0.2,4,4,0.5,22,4,0.8462
IPEDS:149222,Southern Illinois,2021,Missouri Valley,82,190,64,229,15,13,0.5357,40,20,0.6667,23,5,0.8214,24,8,0.75,12,10,0.5455,4,2,0.6667,5,5,0.5,4,0,1.0,8,4,0.6667,23,11,0.6765
IPEDS:160755,Tulane,2021,American Athletic,83,69,94,39,17,10,0.6296,31,24,0.5636,11,12,0.4783,20,11,0.6452,8,11,0.4211,3,2,0.6,2,8,0.2,9,9,0.5,7,5,0.5833,13,2,0.8667
IPEDS:132903,UCF,2021,American Athletic,84,60,122,95,18,14,0.5625,31,30,0.5082,10,14,0.4167,15,11,0.5769,13,17,0.4333,3,2,0.6,5,8,0.3846,12,14,0.4615,4,5,0.4444,10,3,0.7692
IPEDS:236939,Washington State,2021,Pac-12,85,84,121,246,13,17,0.4333,26,23,0.5306,13,6,0.6842,10,11,0.4762,16,12,0.5714,0,0,,6,14,0.3,3,2,0.6,1,2,0.3333,16,5,0.7619
IPEDS:179557,Southeast Missouri,2021,Ohio Valley,86,125,47,55,17,10,0.6296,30,22,0.5769,10,9,0.5263,13,8,0.619,14,12,0.5385,3,2,0.6,0,6,0.0,2,2,0.5,6,4,0.6,22,10,0.6875
IPEDS:110635,California,2021,Pac-12,87,58,172,222,15,15,0.5,29,26,0.5273,14,11,0.56,18,12,0.6,11,14,0.44,0,0,,7,13,0.35,1,2,0.3333,7,3,0.7,14,8,0.6364
IPEDS:199847,Wake Forest,2021,ACC,88,19,37,58,10,22,0.3125,20,27,0.4255,10,5,0.6667,13,12,0.52,7,15,0.3182,0,0,,9,16,0.36,5,10,0.3333,1,1,0.5,5,0,1.0
IPEDS:110583,Long Beach State,2021,Big West,89,204,142,266,26,14,0.65,28,15,0.6512,2,1,0.6667,13,7,0.65,15,8,0.6522,0,0,,4,4,0.5,0,0,,2,2,0.5,22,9,0.7097
IPEDS:200332,North Dakota State,2021,The Summit League,90,259,46,220,20,11,0.6452,39,19,0.6724,15,5,0.75,11,4,0.7333,25,13,0.6579,3,2,0.6,1,2,0.3333,2,1,0.6667,11,6,0.6471,25,10,0.7143
IPEDS:228723,Texas A&M,2021,SEC,91,38,75,196,9,21,0.3,29,27,0.5179,20,6,0.7692,21,13,0.6176,5,13,0.2778,3,1,0.75,9,17,0.3462,4,1,0.8,4,8,0.3333,12,1,0.9231
IPEDS:229027,UTSA,2021,Conference USA,92,45,57,69,14,17,0.4516,22,26,0.4583,8,7,0.5333,10,10,0.5,12,15,0.4444,0,1,0.0,4,17,0.1905,0,0,,5,3,0.625,13,6,0.6842
IPEDS:189705,Canisius,2021,MAAC,93,101,272,271,17,13,0.5667,20,16,0.5556,0,0,,13,4,0.7647,7,11,0.3889,0,1,0.0,1,5,0.1667,3,6,0.3333,2,2,0.5,14,3,0.8235
IPEDS:170976,Michigan,2021,Big Ten,94,120,203,4,27,17,0.6136,27,19,0.587,0,0,,8,8,0.5,9,5,0.6429,10,6,0.625,1,4,0.2,5,4,0.5556,8,7,0.5333,13,4,0.7647
IPEDS:104717,Grand Canyon,2021,Western Athletic,95,184,135,47,29,7,0.8056,39,21,0.65,7,12,0.3684,20,12,0.625,16,8,0.6667,3,1,0.75,2,10,0.1667,2,1,0.6667,9,6,0.6,26,4,0.8667
IPEDS:218724,Coastal Carolina,2021,Sun Belt,96,74,58,65,9,12,0.4286,27,24,0.5294,17,11,0.6071,15,11,0.5769,11,12,0.4783,1,1,0.5,4,5,0.4444,9,8,0.5294,5,10,0.3333,9,1,0.9
IPEDS:216597,Villanova,2021,Big East,97,166,9,119,9,12,0.4286,21,14,0.6,12,2,0.8571,11,6,0.6471,10,8,0.5556,0,0,,1,2,0.3333,2,0,1.0,5,7,0.4167,13,5,0.7222
IPEDS:196097,Stony Brook,2021,America East,98,171,195,147,25,10,0.7143,31,18,0.6327,4,7,0.3636,16,12,0.5714,15,6,0.7143,0,0,,0,0,,0,2,0.0,5,6,0.4545,26,10,0.7222
IPEDS:156125,Wichita State,2021,American Athletic,99,105,90,122,18,13,0.5806,31,23,0.5741,12,8,0.6,20,8,0.7143,10,10,0.5,1,5,0.1667,3,5,0.375,7,12,0.3684,2,3,0.4,19,3,0.8636
IPEDS:222178,Abilene Christian,2021,Southland,100,193,113,193,25,13,0.6579,36,21,0.6316,9,6,0.6,21,8,0.7241,13,11,0.5417,2,2,0.5,0,3,0.0,1,0,1.0,9,7,0.5625,26,11,0.7027
IPEDS:206622,Xavier,2021,Big East,101,94,85,83,15,11,0.5769,28,26,0.5185,10,13,0.4348,13,8,0.619,12,16,0.4286,3,2,0.6,3,7,0.3,6,8,0.4286,9,5,0.6429,10,6,0.625
IPEDS:204796,Ohio State,2021,Big Ten,102,64,272,271,22,20,0.5238,22,20,0.5238,0,0,,13,7,0.65,4,8,0.3333,5,5,0.5,1,3,0.25,4,8,0.3333,9,4,0.6923,8,5,0.6154
IPEDS:199148,UNCG,2021,Southern,103,92,27,79,12,18,0.4,27,25,0.5192,15,7,0.6818,11,10,0.5238,13,14,0.4815,3,1,0.75,3,5,0.375,4,12,0.25,6,1,0.8571,14,7,0.6667
IPEDS:123961,USC,2021,Pac-12,104,43,154,177,13,17,0.4333,25,26,0.4902,12,9,0.5714,17,15,0.5312,8,11,0.4211,0,0,,8,14,0.3636,3,4,0.4286,0,2,0.0,14,6,0.7
IPEDS:100858,Auburn,2021,SEC,105,44,108,218,10,20,0.3333,25,27,0.4808,15,6,0.7143,15,14,0.5172,9,10,0.4737,1,3,0.25,7,17,0.2917,4,6,0.4,7,3,0.7,7,1,0.875
IPEDS:145600,UIC,2021,Horizon League,106,225,167,45,28,11,0.7179,30,18,0.625,1,5,0.1667,11,8,0.5789,18,9,0.6667,1,1,0.5,0,8,0.0,0,0,,6,6,0.5,24,4,0.8571
IPEDS:151351,Indiana,2021,Big Ten,107,176,272,271,26,18,0.5909,26,18,0.5909,0,0,,14,6,0.7,10,10,0.5,2,2,0.5,1,3,0.25,4,5,0.4444,6,7,0.4615,15,3,0.8333
IPEDS:185828,NJIT,2021,America East,108,139,194,94,23,17,0.575,27,24,0.5294,1,5,0.1667,10,8,0.5556,14,15,0.4828,3,1,0.75,1,2,0.3333,5,3,0.625,0,0,,21,19,0.525
IPEDS:227881,Sam Houston State,2021,Southland,109,107,169,109,20,15,0.5714,30,25,0.5455,6,8,0.4286,14,10,0.5833,10,11,0.4762,6,4,0.6,1,4,0.2,5,5,0.5,6,7,0.4615,18,9,0.6667
IPEDS:198561,Gardner-Webb,2021,Big South,110,137,228,35,27,13,0.675,29,23,0.5577,1,8,0.1111,16,9,0.64,12,12,0.5,1,2,0.3333,2,9,0.1818,3,5,0.375,2,3,0.4,22,6,0.7857
IPEDS:160658,Louisiana,2021,Sun Belt,111,147,95,149,13,11,0.5417,32,23,0.5818,17,11,0.6071,21,10,0.6774,9,12,0.4286,2,1,0.6667,3,7,0.3,5,6,0.4545,8,4,0.6667,16,6,0.7273
IPEDS:164924,Boston College,2021,ACC,112,42,73,194,10,23,0.303,21,28,0.4286,11,5,0.6875,10,15,0.4,11,13,0.4583,0,0,,9,14,0.3913,3,11,0.2143,2,1,0.6667,7,2,0.7778
IPEDS:143358,Bradley,2021,Missouri Valley,113,73,99,114,12,10,0.5455,20,22,0.4762,8,10,0.4444,11,7,0.6111,8,11,0.4211,1,4,0.2,3,5,0.375,3,5,0.375,4,5,0.4444,10,7,0.5882
IPEDS:110361,California Baptist,2021,Western Athletic,114,275,191,254,29,7,0.8056,40,16,0.7143,11,9,0.55,18,6,0.75,22,10,0.6875,0,0,,0,0,,3,4,0.4286,4,3,0.5714,33,9,0.7857
IPEDS:181002,Creighton,2021,Big East,115,250,143,236,15,6,0.7143,24,15,0.6154,8,7,0.5333,12,3,0.8,11,10,0.5238,1,2,0.3333,0,1,0.0,3,4,0.4286,7,5,0.5833,14,5,0.7368
