year,rank,name,position,school,team_id,is_college,age,bats,throws,current_level
2026,90,Luke Williams,SS,Franklin (PA),,False,18,R,R,
2026,91,Tre Broussard,OF,Houston,IPEDS:225511,True,20,L,L,
2026,92,Ruger Riojas,RHP,Texas,IPEDS:228778,True,23,R,R,
2026,93,Caden Bogenpohl,OF,Missouri State,IPEDS:179566,True,21,L,R,
2026,94,Noah Wilson,OF,McCallie (TN),,False,19,L,R,
2026,95,Shane Sdao,LHP,Texas A&M,IPEDS:228723,True,22,L,L,
2026,96,Gabe Gaeckle,RHP,Arkansas,IPEDS:106397,True,21,R,R,
2026,97,Beau Peterson,3B,Mill Valley (KS),,False,18,L,R,
2026,98,Ryan Lynch,RHP,North Carolina,IPEDS:199120,True,21,R,R,
2026,99,Cole Koeninger,RHP/SS,Keller (TX),,False,18,R,R,
2026,100,Cooper Sides,RHP,Orange Lutheran (CA),,False,18,R,R,
2026,101,Evan Dempsey,RHP/OF,Florida Gulf Coast,IPEDS:433660,True,20,L,R,
2026,102,Will Adams,OF/1B,Hoover (AL),,False,18,L,L,
2026,103,Deiten Lachance,C/1B,Oklahoma,IPEDS:207500,True,21,R,R,
2026,104,Kade Lewis,1B,Wake Forest,IPEDS:199847,True,21,L,R,
2026,105,Dylan Bowen,SS,Hanover Central (IN),,False,19,R,R,
2026,106,Jack Dugan,SS/3B,Lipscomb Academy (TN),,False,19,L,R,
2026,107,Trey Ebel,SS,Corona (CA),,False,17,R,R,
2026,108,Anthony Murphy,OF,Corona (CA),,False,19,R,R,
2026,109,Julian Garcia,RHP,St. John Bosco (CA),,False,18,R,R,
2026,110,Kolby Stringer,RHP,West Marion (MS),,False,18,L,R,
2026,111,Wilson Andersen,RHP,Jesuit (FL),,False,18,R,R,
2026,112,Brendan Brock,C/OF,Oklahoma,IPEDS:207500,True,21,R,R,
2026,113,Tyson LeBlanc,SS,Kansas,IPEDS:155317,True,21,R,R,
2026,114,Carson Kerce,SS,Georgia Tech,IPEDS:139755,True,21,R,R,
2026,115,Cam Kozeal,SS/2B,Arkansas,IPEDS:106397,True,21,L,R,
2026,116,Camden Johnson,3B,Oklahoma,IPEDS:207500,True,21,L,R,
2026,117,Jaxon Willits,SS,Oklahoma,IPEDS:207500,True,21,S,R,
2026,118,Malachi Washington,OF,Parkview (GA),,False,18,R,R,
2026,119,Keon Johnson,SS,First Presbyterian (GA),,False,18,R,R,
2026,120,Daniel Cuvet,3B,Miami,IPEDS:135726,True,21,R,R,
2026,121,Tre Phelps,3B,Georgia,IPEDS:139959,True,22,R,R,
2026,122,Gavin Giese,RHP,Dana Hills (CA),,False,18,R,R,
2026,123,Brett Renfrow,RHP,Virginia Tech,IPEDS:233921,True,21,R,R,
2026,124,Sean Dunlap,C,Crown Point (IN),,False,18,R,R,
2026,125,AJ Rice,RHP,Pickens County (GA),,False,18,R,R,
2026,126,Logan Georges,RHP,Clovis (CA),,False,19,R,R,
2026,127,Josiah Morris,SS/C,Clayton Valley (CA),,False,18,R,R,
2026,128,Roman Martin,3B,UCLA,IPEDS:110662,True,21,R,R,
2026,129,Dominic Santarelli,1B,St. Joseph (WI),,False,18,L,L,
2026,130,Gunner Skelton,3B,Columbia Academy (TN),,False,18,R,R,
2026,131,Jace Mataczynski,SS,Hudson (WI),,False,18,R,R,
2026,132,Shawn Sullivan,RHP,Walsh Jesuit (OH),,False,19,R,R,
2026,133,Jason DeCaro,RHP,North Carolina,IPEDS:199120,True,20,R,R,
2026,134,Trey Beard,LHP,Florida State,IPEDS:134097,True,21,L,L,
2026,135,Kyle Jones,OF,Florida,IPEDS:134130,True,21,R,R,
2026,136,Kevin Roberts Jr.,OF,Jackson Prep (MS),,False,17,R,R,
2026,137,Ryan Cooney,2B,Oregon,IPEDS:209551,True,21,R,R,
2026,138,Hudson DeVaughan,RHP,Mooresville (IN),,False,19,R,R,
2026,139,Tyler Putnam,RHP,Battle (MO),,False,18,R,R,
2026,140,Steele Murdock,RHP,UC San Diego,IPEDS:110680,True,21,R,R,
2026,141,Gary Morse,RHP,Orange Lutheran (CA),,False,19,R,R,
2026,142,Graham Schlicht,RHP,De La Salle (CA),,False,19,R,R,
2026,143,Caden Ferraro,OF,Texas Tech,IPEDS:229115,True,21,L,L,
2026,144,Ethan McElvain,LHP,Arkansas,IPEDS:106397,True,21,S,L,
2026,145,Deven Sheerin,RHP,Louisiana State,IPEDS:159391,True,20,R,R,
2026,146,Alex Hernandez,OF/1B,Georgia Tech,IPEDS:139755,True,20,R,R,
2026,147,Joe Tiroly,2B/3B,Virginia,IPEDS:234076,True,21,R,R,
2026,148,Henry Ford,3B,Tennessee,IPEDS:221759,True,21,R,R,
2026,149,Ryan Marohn,LHP,North Carolina State,IPEDS:199193,True,21,L,L,
2026,150,Kyle Johnson,LHP,Virginia,IPEDS:234076,True,21,R,L,
2026,151,CJ Weinstein,SS,Orange Lutheran (CA),,False,19,L,R,
2026,152,Jake McCoy,LHP,South Carolina,IPEDS:218663,True,21,L,L,
2026,153,Lucas Nawrocki,LHP,Aledo (TX),,False,18,L,L,
2026,154,Tommy LaPour,RHP,Texas Christian,IPEDS:228875,True,21,R,R,
2026,155,Trey Rangel,RHP,The Colony (TX),,False,19,R,R,
2026,156,Bryce Hill,RHP,Greenwich Country Day (CT),,False,18,R,R,
2026,157,Andruw Giles,OF,Basic (NV),,False,18,L,L,
2026,158,Elliot Lascelles,SS,Upper Canada (ON),,False,18,L,R,
2026,159,Alex Weingartner,SS,St. Augustine (NJ),,False,18,R,R,ROK
2026,160,Jason Amalbert,OF,DePaul Catholic (NJ),,False,18,R,R,
2026,161,Dawson Montesa,RHP,West Virginia,IPEDS:238032,True,20,R,R,
2026,162,Kyle Casteel,RHP,Butler (PA),,False,18,R,R,ROK
2026,163,Brady Harris,OF,Trinity Christian (FL),,False,18,R,R,
2026,164,Alex Sosa,C,Miami,IPEDS:135726,True,21,L,R,
2026,165,Dalton Wentz,3B/2B,Wake Forest,IPEDS:199847,True,20,S,R,
2026,166,Jaxon Jelkin,RHP,Kentucky,IPEDS:157085,True,23,R,R,
2026,167,Ethan Norby,LHP,East Carolina,IPEDS:198464,True,21,R,L,
2026,168,James Jorgensen,RHP,Jesuit Prep (TX),,False,18,R,R,
2026,169,Brady Snow,RHP,American Heritage (FL),,False,18,R,R,
2026,170,James Tronstein,OF/SS,Harvard-Westlake (CA),,False,18,R,R,
2026,171,Jacob Madrid,C,Notre Dame (CA),,False,18,R,R,
2026,172,Isaac Morton,RHP,Minnesota,IPEDS:174066,True,21,R,R,
2026,173,Carson Jasa,RHP,Nebraska,IPEDS:181464,True,21,R,R,
2026,174,Genson Veras,OF,TNXL Academy (FL),,False,18,R,R,
2026,175,Martin Shelar,OF,Marist (GA),,False,18,R,R,
2026,176,Maddox Molony,SS,Oregon,IPEDS:209551,True,21,R,R,
2026,177,Russell Sandefer,RHP,Florida,IPEDS:134130,True,21,R,R,
2026,178,Brayden Dowd,OF,Florida State,IPEDS:134097,True,21,L,L,
2026,179,Trevor Hansen,RHP,UC Irvine,IPEDS:110653,True,21,R,R,
2026,180,Coleton Brady,RHP,TNXL Academy (FL),,False,17,R,R,
2026,181,Wil Libbert,LHP,Mississippi,IPEDS:176017,True,21,L,L,ROK
2026,182,Landon Thiel,LHP,Jackson (OH),,False,18,R,L,
2026,183,Teagan Scott,C,South Salem (OR),,False,18,R,R,
2026,184,Jason Jutronich,LHP,Torrey Pines (CA),,False,18,L,L,
2026,185,Luke McNeillie,RHP,Florida,IPEDS:134130,True,21,L,R,
2026,186,LJ Mercurius,RHP,Oklahoma,IPEDS:207500,True,21,R,R,
2026,187,Sawyer Nelson,SS,South Salem (OR),,False,18,L,R,
2026,188,Robbie Lavey,C,George Washington,IPEDS:131469,True,20,L,R,
2026,189,Rylan Lujo,OF,Georgia,IPEDS:139959,True,21,R,R,
2026,190,Garrett Wright,OF/C,Tennessee,IPEDS:221759,True,21,R,R,
2026,191,Jet Berry,SS,Queen Creek (AZ),,False,19,S,R,
2026,192,Cal Scolari,RHP,Oregon,IPEDS:209551,True,22,R,R,ROK
2026,193,Carter Beck,OF,Indiana State,IPEDS:151324,True,21,L,R,ROK
2026,194,Duncan Marsten,RHP,Wake Forest,IPEDS:199847,True,21,R,R,
2026,195,Spencer Evans,LHP,TNXL Academy (FL),,False,19,L,L,
2026,196,Eric Segura,RHP,Oregon State,IPEDS:209542,True,21,R,R,ROK
2026,197,Ryne Barker,SS/3B,Casteel (AZ),,False,19,L,R,ROK
2026,198,Will Plunkett,SS,Mamaroneck (NY),,False,18,R,R,
2026,199,Grayson Willoughby,RHP,Trinity (KY),,False,19,L,R,
2026,200,Gavin Gallaher,2B,North Carolina,IPEDS:199120,True,21,R,R,
2026,201,Dylan Vigue,RHP,Georgia,IPEDS:139959,True,22,R,R,
2026,202,Jorvorskie Lane Jr.,OF,Grapevine (TX),,False,18,R,R,
2026,203,Jake Carbaugh,RHP,Plant City (FL),,False,18,R,R,
2026,204,Alex Conover,OF,Oklahoma State,IPEDS:207388,True,20,L,R,
2026,205,Dominic Voegele,RHP,Kansas,IPEDS:155317,True,21,R,R,
2026,206,Alain Gomez-Gudino,C,Saguaro (AZ),,False,18,S,R,
2026,207,Robert Omidi,SS/3B,St. Martin (ON),,False,18,L,R,
2026,208,Matt Ponatoski,RHP,Archbishop Moeller (OH),,False,18,L,R,
2026,209,Eric Guevara,3B,Auburn,IPEDS:100858,True,21,R,R,
2026,210,Aidan Knaak,RHP,Clemson,IPEDS:217882,True,21,R,R,
2026,211,Ryan Stedman,RHP,Valley (IA),,False,18,R,R,
2026,212,Gannon Grant,RHP,Center Grove (IN),,False,19,R,R,
2026,213,Eric Nachtsheim,RHP,McNeese State,IPEDS:159717,True,22,R,R,
2026,214,Michael Harpster,RHP,East Tennessee State,IPEDS:220075,True,21,R,R,
2026,215,Nathan Taylor,RHP,Cincinnati,IPEDS:201885,True,21,L,R,
2026,216,Grant Govel,RHP,Southern California,IPEDS:123961,True,21,R,R,
2026,217,Maxx Yehl,LHP,West Virginia,IPEDS:238032,True,22,L,L,
2026,218,Cal Randall,RHP,UCLA,IPEDS:110662,True,21,R,R,
2026,219,Bo Rhudy,RHP,Tennessee,IPEDS:221759,True,21,R,R,
2026,220,Justin LeGuernic,LHP,Clemson,IPEDS:217882,True,20,R,L,
2026,221,Thomas Burns,RHP,Texas,IPEDS:228778,True,21,R,R,
2026,222,Brandon McCraine,SS,Auburn,IPEDS:100858,True,21,R,R,
2026,223,Lucas Moore,OF,Louisville,IPEDS:157289,True,21,L,R,
2026,224,Ryan Harwood,OF,Casteel (AZ),,False,18,L,R,
2026,225,Nu'u Contrades,2B,Arizona State,IPEDS:104151,True,22,R,R,
2026,226,Braden Holcomb,OF,Vanderbilt,IPEDS:221999,True,21,R,R,ROK
2026,227,Cashel Dugger,C,UCLA,IPEDS:110662,True,20,L,R,
2026,228,Declan Dahl,RHP,Louisiana Tech,IPEDS:159647,True,21,R,R,
2026,229,Tyler Fay,RHP,Alabama,IPEDS:100751,True,22,R,R,
2026,230,Micah Worley,LHP,SUNY Stony Brook,,False,22,R,L,
2026,231,Eli Herst,RHP,Seattle Academy (WA),,False,18,R,R,
2026,232,Ben Davis,RHP,Mississippi State,IPEDS:176080,True,22,R,R,
2026,233,Griffin Long,RHP,Sonoraville (GA),,False,18,R,R,
2026,234,Tyner Horn,RHP,Nebraska,IPEDS:181464,True,21,L,R,
2026,235,Hudson Calhoun,RHP,Mississippi,IPEDS:176017,True,21,R,R,
2026,236,Josh McDevitt,RHP,Missouri,IPEDS:178396,True,22,R,R,
2026,237,Hunter Brown,RHP,North Hunterdon (NJ),,False,18,R,R,
2026,238,Keller Bradley,RHP,Pennsbury (PA),,False,18,R,R,
2026,239,Noah Danza,SS,Gloucester Catholic (NJ),,False,18,R,R,
2026,240,Jon Mora,OF,Somerset Academy (FL),,False,19,L,R,
2026,241,Max Bayles,RHP,Santa Clara,IPEDS:122931,True,21,R,R,
2026,242,Cole Dennis,RHP,Bishop Snyder (FL),,False,17,R,R,ROK
2026,243,Ricky Ojeda,LHP,UC Irvine,IPEDS:110653,True,20,L,L,
2026,244,Nathan Aceves,RHP,UC Santa Barbara,IPEDS:110705,True,21,R,R,
2026,245,Owen Kramkowski,RHP,Arizona,IPEDS:104179,True,20,R,R,
2026,246,Jerek Turlij,RHP,North East (PA),,False,18,R,R,
2026,247,Gage Peterson,RHP,Appalachian State,IPEDS:197869,True,21,R,R,
2026,248,Clay Burdette,OF,Xavier,IPEDS:206622,True,22,R,R,ROK
2026,249,Ethan Surowiec,3B,Florida,IPEDS:134130,True,21,R,R,
2026,250,Cameron Johnson,LHP,Oklahoma,IPEDS:207500,True,21,L,L,ROK
