school_id,school_name
2390,Deering
2391,Deering High School
2392,Defiance
2393,Defiance College
2394,Dekalb
2395,Dekalb County High School
2396,Del Campo High School
2397,Del City
2398,Del Mar
2399,Del Norte
2400,Del Oro
2401,Del Rio
2402,Del Valle
2403,Delano
2404,Delaware
2405,Delaware County Community College
2406,Delaware Military Academy
2407,Delaware State
2408,Delaware State University
2409,Delaware Technical & Community College
2410,Delaware Valley
2411,Delaware Valley College
2412,Delbarton
2413,Delbarton High School
2414,Delcastle
2415,Delgado College
2416,Delgado Community College
2417,Delight
2418,Delisle Composite School
2419,Dell Rapids
2420,Delmar
2421,Delmar High School
2422,Delone Catholic
2423,Delphi
2424,Delphi Academy
2425,Delran
2426,Delray Beach
2427,Delsea
2428,"Delsea Regional HS, Franklinville, N.J."
2429,Delsea Regional High School
2430,Delta Secondary School
2431,Delta State
2432,Delta State University
2433,Deltona High School
2434,Deming
2435,Demopolis High School
2436,Denbigh High School
2437,Denby
2438,Dendron
2439,Denham Springs
2440,Denham Springs High School
2441,Denis Morris
2442,Denison High School
2443,Denison University
2444,Denmark
2445,Denmark High School
2446,Dennis-Yarmouth Regional
2447,Denton
2448,Dentville
2449,Denver East
2450,Denver Lutheran
2451,Denver North
2452,Deptford Township
2453,Derry
2454,Derry Area
2455,Des Arc
2456,Des Lacs-Burlington
2457,Des Moines Area Community College
2458,Desales
2459,Desert Christian High School
2460,Desert Mountain High School
2461,"Desert Oasis HS, Las Vegas"
2462,Desert Oasis High School
2463,Desert Ridge High School
2464,Desert View High School
2465,Desert Vista High School
2466,Deshler
2467,Desmet Catholic
2468,Destrehan
2469,Destrehan HS
2470,Detroit Catholic Central
2471,Detroit Country Day
2472,"Detroit Country Day School, Beverly Hills, Mich."
2473,Detroit Edison Academy
2474,Detroit Edison High School
2475,Detroit Jesuit High School
2476,Detroit Jesuit High School and Academy
2477,Devine
2478,Dewar
2479,Dewey
2480,Deweyville
2481,Dexter
2482,Dexter Southfield School
2483,Diablo Valley College
2484,Diamond Bar High School
2485,Diamond Ranch
2486,Dickinson
2487,Dickinson College
2488,Dickson County
2489,Dieruff High School
2490,Dighton-Rehoboth Regional
2491,Dillard
2492,Dillon High School
2493,Diman Regional Vocational
2494,Dimond High School
2495,Dinuba
2496,Dinwiddie County
2497,Dinwiddie HS
2498,Discipulos De Cristo
2499,District 55
2500,District 55 High School
2501,Divine Child High School
2502,Dixie Heights
2503,Dixie High School
2504,Dixie Hollins
2505,Dixie State
2506,Dixie State College of Utah
2507,Dixie State JC
2508,Dixon High School
2509,Doane College
2510,Dobie
2511,Dobson High School
2512,Dobyns-Bennett
2513,Doctora Conchita Cuevas
2514,Dodge City
2515,Dodge City Community College
2516,Dodge County
2517,Doherty
2518,Dollarway
2519,Dollarway High School
2520,Dominguez High School
2521,Dominican
2522,Dominican College
2523,Dominican University
2524,Don Antonio Lugo
2525,Don Bosco
2526,Don Bosco Prep
2527,Don Bosco Preparatory High School
2528,Don Bosco Tech
2529,Donar
2530,Dondero
2531,Donegal
2532,Donegar
2533,Donelson Christian Academy
2534,Doniphan
2535,Donora
2536,Doral Academy
2537,Doral Academy Prep HS
2538,"Doral Academy Prep HS, Miami"
2539,Dorman High School
2540,Dorsey High School
2541,Dos Palos
2542,Dos Pueblos
2543,Dos Pueblos High School
2544,Doss
2545,Dougherty Comprehensive High School
2546,Douglas
2547,Douglas College
2548,Douglas County High School
2549,Douglas Freeman
2550,Douglas S. Freeman High School
2551,Douglass Academy
2552,Douglass High School
2553,Dover
2554,Dover Area
2555,Dover Bay
2556,Dover Plains
2557,Dover Sherborn
2558,Dowagiac
2559,Dowling
2560,Dowling Catholic High School
2561,Dowling College
2562,Downers Grove North
2563,Downers Grove North High School
2564,Downers Grove South High School
2565,Downey HS
2566,Downey High School
2567,Downingtown High School
2568,Downsville
2569,Doyline
2570,Dr. Carlos Gonzalez
2571,Dr. Carlos Gonzalez High School
2572,Dr. Juan J. Osuna High School
2573,Dr. Phillips
2574,Dr. Phillips High School
2575,Dracut
2576,Drake High School
2577,Drake University
2578,Draper
2579,Draughon's Junior College
2580,Dreher High School
2581,Dresden High School
2582,Drew
2583,Drewry Mason
2584,Drexel University
2585,Dripping Springs
2586,Driscoll
2587,Driscoll Catholic
2588,Druid
2589,Druid Hills
2590,Drury
2591,Drury University
2592,DuBois Central Catholic
2593,DuPont Manual
2594,DuQuoin
2595,Duarte High School
2596,Dublin
2597,Dublin Coffman
2598,Dublin High School
2599,Dubois Area
2600,Dubois Central Christian HS
2601,Duchesne High School
2602,Duchess Park
2603,Dudley
2604,Duffy
2605,Duke
2606,Duke University
2607,Dulaney High School
2608,Dulles
2609,Dulles High School
2610,Duluth
2611,Dumas
2612,Dunbar
2613,Dunbarton
2614,Duncan Fletcher
2615,Duncan High School
2616,Duncanville High School
2617,Dundalk
2618,Dundee-Crown
2619,Dunedin High School
2620,Dunkirk
2621,Dunmore
2622,Dunnellon
2623,Dunwoody
2624,Dupont High School
2625,Duquesne University
2626,Durango High School
2627,Durant High School
2628,Durham Academy
2629,Durrett
2630,Dutch Fork
2631,Dutch Fork High School
2632,Dutchess Community College
2633,Dutchtown High School
2634,Duval High School
2635,Dwight
2636,"Dwyer HS, Palm Beach Gardens, Fla."
2637,Dwyer High School
2638,Dyer County
2639,"Dyer County HS, Newbern, Tenn."
2640,Dyersburg State Community College
2641,Dyersburg State JC
2642,Dyersville-Beckman
2643,Dykes High School
2644,E.B. Erwin
2645,E.C. Glass
2646,E.D. White
2647,ELEV8 Baseball Academy
2648,ESB Academy
2649,Eagan
2650,Eagle
2651,Eagle HS
2652,Eagle Point
2653,Eagle Rock
2654,Eagle View Academy
2655,Eagle's Landing High School
2656,Eagles Landing High School
2657,Eakly High School
2658,Earl Marriott Secondary
2659,Early County
2660,Easley
2661,Easley HS
2662,East
2663,East Allegheny
2664,East Alton-Wood River Community
2665,East Ascension
2666,East Aurora High School
2667,East Bakersfield
2668,East Bank
2669,East Bay
2670,East Bernard
2671,East Bladen High School
2672,East Boston
2673,East Bridgewater
2674,East Brunswick
2675,East Carolina
2676,East Carolina University
2677,East Carteret High School
2678,East Catholic High School
2679,East Central
2680,East Central Community College
2681,East Central JC
2682,East Central University
2683,East Chester
2684,East Columbus
2685,East Coweta
2686,East Coweta High School
2687,East Detroit
2688,East Forsyth
2689,East Forsyth High School
2690,East Gaston High School
2691,East Granby HS
2692,East Hampton High School
2693,East Hartford
2694,East Haven
2695,East Henderson
2696,East Islip
2697,East Jefferson
2698,East Kenwood
2699,East Lake High School
2700,East Lansing
2701,East Laurens
2702,East Lincoln
2703,East Longmeadow
2704,East Los Angeles College
2705,East Lyme
2706,East Marion
2707,East Meadow
2708,East Mecklenburg
2709,East Mississippi Community College
2710,East Montgomery
2711,East Nashville Magnet High School
2712,East Nicolaus High School
2713,East Noble
2714,East Oklahoma State College
2715,East Paulding
2716,East Pennsboro Area
2717,East Pennsboro High School
2718,East Providence
2719,East Ridge High School
2720,East Rochester
2721,East Rowan
2722,East Rowan High School
2723,East Rutherford
2724,East Side High School
2725,East St. John
2726,East St. Louis High School
2727,East Stroudsburg University
2728,East Stroudsburg University of Pennsylvania
2729,East Technical
2730,East Tennessee State
2731,East Tennessee State University
2732,East Texas Baptist
2733,East Texas Baptist University
2734,East Troy High School
2735,East Union Attendance Center
2736,East Union High School
2737,East Valley High School
2738,East Wake
2739,East Webster
2740,East Wilkes
2741,Eastern
2742,Eastern Alamance
2743,Eastern Alamance High School
2744,Eastern Arizona College
2745,Eastern Commerce
2746,Eastern Connecticut State University
2747,Eastern District High School
2748,Eastern Florida State
2749,Eastern Florida State College
2750,Eastern Guilford
2751,Eastern High School
2752,Eastern Hills High School
2753,Eastern Illinois
2754,Eastern Illinois University
2755,Eastern Kentucky
2756,Eastern Kentucky University
2757,Eastern Mennonite University
2758,Eastern Michigan
2759,Eastern Michigan University
2760,Eastern New Mexico University
2761,Eastern Oklahoma State College
2762,Eastern Oregon University
2763,Eastern Randolph
2764,Eastern Regional High School
2765,Eastern University
2766,Eastern Wayne
2767,Eastern Wayne High School
2768,Eastfield College
2769,Eastglen Composite
2770,"Eastlake HS, Chula Vista, Calif."
2771,Eastlake High School
2772,Eastmont
2773,Eastmoor
2774,Easton
2775,Easton Area
2776,Eastridge-Kankakee
2777,Eastside
2778,Eastside Catholic
2779,Eastside High School
2780,Eastwood High School
2781,Eaton
2782,Eaton High School
2783,Eatonville
2784,Eau Claire
2785,Eau Gallie High School
2786,Eckerd
2787,Eckerd College
2788,Ecole Secondaire De Montagne
2789,Ecole du Versant
2790,Ecole secondaire du Chene-Bleu
2791,Ecorse High School
2792,Ector
2793,Ed White
2794,Edgewater High School
2795,Edgewood Academy
2796,Edgewood High School
2797,Edgewood Regional
2798,Edina
2799,Edinboro University
2800,Edison High School
2801,Edison State College
2802,Edison Tech
2803,Edmond Memorial High School
2804,Edmond North
2805,Edmond Santa Fe
2806,Edmond-North High School
2807,Edmonds
2808,Edmonds Community College
2809,Edmonds JC
2810,Edmonds-Woodway
2811,Edmondson-Westside
2812,Edouard Montpetit
2813,Edouard Montpetit College
2814,Edouard Montpetit High School
2815,Edsel Ford High School
2816,Edward Little
2817,Edward Milne High School
2818,Edward Waters College
2819,Edwardsville
2820,Effingham County
2821,Effingham High School
2822,Egyptian
2823,Ehrat
2824,Eisenhower High School
2825,El Cajon Valley
2826,El Camino College
2827,El Camino High School
2828,El Camino Real
2829,El Campo
2830,El Capitan High School
2831,El Centro
2832,El Cerrito High School
2833,El Dorado High School
2834,El Dorado Springs
2835,El Modena
2836,El Molino
2837,El Monte High School
2838,El Paso
2839,El Paso Community College
2840,El Rancho High School
2841,El Reno
2842,El Reno Junior College
2843,El Segundo High School
2844,El Shaddai Christian Academy
2845,El Sobrante Christian
2846,"El Toro HS, Lake Forest, Calif."
2847,El Toro High School
2848,Elco
2849,Elder
2850,Eldorado High School
2851,Elgin Community College
2852,Elgin High School
2853,Elgin Park
2854,Elida
2855,Elizabeth
2856,Elizabethton
2857,Elizabethton High School
2858,Elizabethtown Area High School
2859,Elizabethtown College
2860,Elizabethtown High School
2861,Elk City
2862,Elk City High School
2863,Elk Grove High School
2864,Elk Lake
2865,Elk River
2866,Elkhart Memorial
2867,Elkins High School
2868,Elkland
2869,Elkton
2870,Ellensburg High School
2871,Ellet
2872,Ellington
2873,Ellison
2874,Ells
2875,Ellsworth Community College
2876,Ellsworth High School
2877,Elma High School
2878,Elmhurst
2879,Elmhurst College
2880,Elmira Free Academy
2881,Elmore
2882,Elmore County
2883,Elmwood
2884,Elmwood Park
2885,Elon
2886,Elon University
2887,Elphinstone
2888,Elsberry
2889,Elsinore
2890,Elston
2891,Elvader
2892,Elwood City
2893,Elysian Fields
2894,"Emanuel County Institute, Twin City, Ga."
2895,Embry-Riddle University
2896,Emerald Ridge
2897,Emerson
2898,Emeryville
2899,Emma Sansom
2900,Emmanuel College
2901,Emmerich Manual
2902,Emmett
2903,Emory University
2904,Emory and Henry College
2905,Emporia State University
2906,Encina Prep
2907,Encinal
2908,Endicott College
2909,Englewood High School
2910,Enid
2911,Enka High School
2912,Ennis High School
2913,Enrico Fermi High School
2914,Ensley High School
2915,Enterprise High School
2916,Enterprise State JC
2917,Enterprise-Ozark Community College
2918,Enumclaw
2919,Ephrata
2920,Episcopal
2921,"Episcopal HS, Bellaire, Texas"
2922,Episcopal High School
2923,Erasmus Hall
2924,Erie
2925,Erie Community College
2926,Ernest Righetti High School
2927,Ernest Ward
2928,Erskine College
2929,Erwin
2930,Escalon
2931,Escambia High School
2932,Escondido High School
2933,Escuela Papa Juan XXIII
2934,Esperanza High School
2935,Esquimalt
2936,Essex
2937,Essex Catholic
2938,Essex County College
2939,Essor High School
2940,Estacado
2941,Estancia
2942,Estero
2943,Estero High School
2944,Estrella Foothills High School
2945,Etiwanda
2946,"Etiwanda HS, Rancho Cucamonga, Calif."
2947,Etiwanda High School
2948,Etna
2949,Etobicoke Collegiate Institute
2950,Etowah High School
2951,Euclid
2952,Eufaula High School
2953,Eunice
2954,Eupora
2955,Eureka
2956,Eustis High School
2957,Evander Child
2958,Evangel Christian Academy
2959,Evangel College
2960,Evangelical Christian
2961,Evans High School
2962,Evanston Township
2963,Evansville
2964,Evansville Central
2965,Evansville North High School
2966,Evant School
2967,Evart
2968,Everest
2969,Everest Academy
2970,Everett Community College
2971,Everett High School
2972,Evergreen
2973,Evergreen High School
2974,Evergreen Park
2975,Everman
2976,Ewing
2977,Ewing High School
2978,Excelsior
2979,Exeter Union
2980,Ezell-Harding Christian School High School
2981,F.D. Roosevelt
2982,Fair Grove
2983,Fair Lawn
2984,Fair Park High School
2985,Fairborne
2986,Fairfax
2987,Fairfield
2988,Fairfield Central
2989,Fairfield College Prep
2990,Fairfield High Prep
2991,Fairfield High School
2992,Fairfield Union
2993,Fairfield University
2994,Fairhope
2995,Fairhope HS
2996,Fairland
2997,Fairleigh Dickinson University
2998,Fairmont Heights
2999,Fairmont High School
3000,Fairmont State College
3001,Fairport
3002,Fairport High School
3003,Fairview
3004,Fairview High School
3005,Faith Baptist
3006,Faith Baptist Christian Academy
3007,Faith Baptist Christian High School
3008,Faith Christian Academy
3009,Faith Lutheran High School
3010,Falconer
3011,Falconer Central
3012,Falfurrias
3013,Fallbrook High School
3014,Falls
3015,Falls Church
3016,Falls City High School
3017,Fallston
3018,Fannett Metal
3019,Far Rockaway
3020,Fargo
3021,Fargo South
3022,Faribault
3023,Farleigh Dickinson
3024,Farmerville High School
3025,Farmingdale
3026,Farmingdale State
3027,Farmington
3028,Farmville Central
3029,Farragut High School
3030,Father Judge
3031,Father Lopez Catholic
3032,Father Ryan
3033,Fatima
3034,Faulkner
3035,Faulkner State Community College
3036,Faulkner University
3037,Fauquier
3038,Favitdale
3039,Fayette County High School
3040,Fayetteville
3041,Fayetteville High School
3042,Fayetteville-Manlius
3043,Feather River College
3044,Feather River JC
3045,Federal Hocking
3046,Federal Way
3047,Federal Way HS
3048,Federal Way High School
3049,Felician
3050,Felician College
3051,Felix Varela Senior High School
3052,Fenton
3053,Fenwick
3054,Ferguson High School
3055,Fermin Lausen
3056,Fernandina Beach High School
3057,Fernando Callejo
3058,Fernando Callejo High School
3059,Ferndale
3060,Ferra
3061,Ferris High School
3062,Ferris State University
3063,Ferrum College
3064,Festus
3065,Field
3066,Fieldston
3067,"Fieldston HS, Bronx, N.Y."
3068,Fife High School
3069,Fike High School
3070,Fillmore
3071,Findlay
3072,Findlay Prep High School
3073,Finger Lakes
3074,Finger Lakes JC
3075,First Baptist Christian
3076,First Coast
3077,"First Coast HS, Jacksonville"
3078,First Coast High School
3079,First Colonial High School
3080,First Presbyterian Day School
3081,Fisher College
3082,Fitch High School
3083,Fitchburg High School
3084,Fitzgerald
3085,Flagler College
3086,Flagler Palm Coast
3087,Flanagan High School
3088,Flat River Central
3089,Flat River High School
3090,Flat Rock
3091,Flathead
3092,Fleetwood Park High School
3093,Fleming Island High School
3094,Fletcher High School
3095,Flint Central
3096,Flint Hill School
3097,Flomaton
3098,Floral Park Memorial
3099,Florala
3100,Florence High School
3101,Florence-Darlington Tech JC
3102,Florence-Darlington Technical College
3103,Floresville
3104,Florida A&M
3105,Florida A&M University
3106,Florida Air Academy
3107,Florida Atlantic University
3108,Florida Bible Christian
3109,Florida Christian
3110,Florida College
3111,Florida Gulf Coast
3112,Florida Gulf Coast University
3113,Florida International
3114,Florida International University
3115,Florida Memorial University
3116,Florida SouthWestern State College
3117,Florida Southern
3118,Florida Southern College
3119,Florida Southwestern State
3120,Florida Southwestern State College
3121,Florida Southwestern State JC
3122,Florida Southwestern University
3123,Florida State College at Jacksonville
3124,Florida State University
3125,Florida Tech
3126,Florida Technical College
3127,Florida Virtual School
3128,Florin
3129,Flower Mound High School
3130,Flowery Branch High School
3131,Floyd Central
3132,Floyd Central High School
3133,Floyd County
3134,Flushing
3135,Fluvanna County
3136,Foley
3137,Folsom High School
3138,Folsom Lake College
3139,Fontana High School
3140,Fontbonne University
3141,Foothill College
3142,Foothill High School
3143,Foothills Composite High School
3144,Forbush
3145,Ford City
3146,Fordham
3147,Fordham Preparatory School
3148,Fordham University
3149,Fordson
3150,Forest
3151,Forest Brook High School
3152,Forest Grove
3153,"Forest HS, Ocala, Fla."
3154,Forest Heights High School
3155,Forest High School
3156,Forest Hill High School
3157,Forest Hills
3158,Forest Hills Central
3159,Forest Lake High School
3160,Forest Park High School
3161,Forest View
3162,Forestbrook High School
3163,Fork Union Military Academy
3164,Forks
3165,Forman
3166,Forney
3167,Forney High School
3168,Forrest
3169,Forrest County Agricultural
3170,Forsyth Central High School
3171,Forsyth Country Day
3172,Fort Ann
3173,Fort Bend Travis High School
3174,Fort Cherry
3175,Fort Chiswell
3176,Fort Cobb-Broxton
3177,Fort Cobb-Broxton High School
3178,Fort Collins
3179,Fort Dale-South Butler AC
3180,Fort Defiance
3181,Fort Gibson
3182,Fort Hamilton
3183,Fort Hays State University
3184,Fort Hill High School
3185,Fort Hunt
3186,Fort Knox
3187,Fort Lauderdale
3188,Fort Lee
3189,Fort Madison High School
3190,Fort Meade
3191,Fort Meade High School
3192,Fort Mill
3193,Fort Mill High School
3194,Fort Myers High School
3195,Fort Osage
3196,Fort Pierce Central
3197,Fort Pierce Central High School
3198,Fort Pierce West
3199,Fort Recovery HS
3200,Fort Scott
3201,Fort Scott Community College
3202,Fort Union Military
3203,Fort Valley State University
3204,Fort Vancouver
3205,Fort Walton Beach
3206,Fort Wayne High School
3207,Fort William Collegiate
3208,Fort Worth Christian
3209,Fort Worth Christian High School
3210,Fort Worth Country Day
3211,Fort Zumwalt North High School
3212,Fort Zumwalt South
3213,Fort Zumwalt West
3214,Fortuna
3215,Forward
3216,Fossil Ridge
3217,Fossil Ridge High School
3218,Foster
3219,Fostoria
3220,Fountain Central
3221,Fountain Hills High School
3222,Fountain Valley High School
3223,Fountain-Fort Carson High School
3224,Fowler High School
3225,Fox
3226,Fox Chapel Area
3227,Fox Lane High School
3228,Foy H. Moody High School
3229,Framingham
3230,Francis Hall
3231,Francis Howell High School
3232,Francis Lewis
3233,Francis Marion University
3234,Francis Poly
3235,Francis T. Maloney
3236,Frank Phillips College
3237,Frank W. Cox
3238,Frankford
3239,Frankfort High School
3240,Franklin & Marshall College
3241,Franklin Academy
3242,Franklin Area
3243,Franklin Central
3244,Franklin College
3245,Franklin Community High School
3246,Franklin County
3247,Franklin County High School
3248,Franklin HS
3249,Franklin Heights
3250,Franklin High School
3251,Franklin K. Lane
3252,Franklin Pierce
3253,Franklin Pierce University
3254,Franklin-Monroe
3255,Franklin-Simpson
3256,Franklinton High School
3257,Frankston
3258,Fraser
3259,Fraser Valley Christian
3260,Frayser High School
3261,Frazier
3262,Fred T. Foard
3263,Frederick
3264,Frederick Community College
3265,Frederick Douglass High School
3266,Fredericksburg
3267,Fredonia
3268,Free State
3269,Freed-Hardeman
3270,Freed-Hardeman University
3271,Freedom
3272,Freedom High School
3273,Freehold Township
3274,Freeland
3275,Freeport High School
3276,Fremd
3277,Fremont High School
3278,French
3279,Fresno Central
3280,Fresno City College
3281,Fresno High School
3282,Fresno JC
3283,Fresno Pacific
3284,Fresno Pacific University
3285,Fresno State
3286,Fresno State University
3287,Friday Harbor
3288,Friendly
3289,Friendship
3290,Friendship Christian
3291,Friendswood
3292,Friendswood HS
3293,Friendswood High School
3294,Fries
3295,Froebel
3296,Frontier Central
3297,Frontier Regional
3298,Frostburg State University
3299,Frostproof
3300,Fruita Monument
3301,Fruita Monument High School
3302,Fruitland
3303,Fruitland High School
3304,Fullerton College
3305,Fullerton High School
3306,Fulton
3307,Fuquay Varina
3308,Fuquay Varina High School
3309,Fuquay-Varina High School
3310,Furman University
3311,Furr
3312,G. Ray Bodley
3313,GRACE Christian School
3314,Gadsden
3315,Gadsden State Community College
3316,Gahr High School
3317,Gainesville High School
3318,Gainesville State College
3319,Gaither
3320,Gaither High School
3321,Gaithersburg High School
3322,Galena High School
3323,Galena Park High School
3324,Galesburg High School
3325,Galileo
3326,Gallatin
3327,Gallatin County
3328,Gallia Academy
3329,Galt Union
3330,Galveston College
3331,Galveston JC
3332,Ganesha
3333,Ganesha High School
3334,Gannon University
3335,Gar-field
3336,Garber High School
3337,Garces Memorial
3338,Garces Memorial High School
3339,Garden City
3340,Garden City Community College
3341,Garden City East
3342,Garden Grove High School
3343,Gardena High School
3344,Gardendale
3345,Gardner Edgerton High School
3346,Gardner-Webb
3347,Gardner-Webb University
3348,Garey High School
3349,Garfield Heights High School
3350,Garfield High School
3351,Garinger High School
3352,Garland Christian Academy
3353,Garnet Valley
3354,Garnet Valley High School
3355,Garrett
3356,Garrett College
3357,Gaston
3358,Gaston Christian School
3359,Gate City
3360,Gateway Community College
3361,Gateway High School
3362,Gateway JC
3363,Gavilan College
3364,Gavit
3365,Gaylord
3366,Geibel
3367,Genesee
3368,Genesee Community College
3369,Geneva
3370,Geneva College
3371,Genoa-Kingston
3372,George Bush
3373,George C. Marshall
3374,George County
3375,George County High School
3376,George Fox University
3377,George Jenkins High School
3378,George Mason
3379,George Mason University
3380,George Nelson Tremper High School
3381,George Ranch High School
3382,George Rogers Clark
3383,George Washington
3384,George Washington Carver
3385,George Washington High School
3386,George Washington University
3387,George Wingate
3388,George Wythe
3389,Georgetown
3390,Georgetown College
3391,Georgetown District
3392,Georgetown District HS
3393,Georgetown High School
3394,Georgetown Prep
3395,Georgetown Prep High School
3396,Georgetown University
3397,Georgia
3398,Georgia College & State
3399,Georgia College & State University
3400,Georgia Gwinnett College
3401,Georgia Highlands College
3402,Georgia Highlands JC
3403,Georgia Home Education Association
3404,Georgia Institute of Technology
3405,Georgia Military Academy
3406,Georgia Perimeter College
3407,Georgia Premier Academy
3408,Georgia Premier Academy)
3409,Georgia Southern
3410,Georgia Southern University
3411,Georgia Southwestern State University
3412,Georgia State
3413,Georgia State University
3414,Georgia Tech
3415,Georgiana
3416,Gering
3417,Germantown Academy
3418,Germantown High School
3419,Gerstmeyer
3420,Gettysburg
3421,Gettysburg College
3422,Gibault Catholic
3423,Gibbs
3424,Gibson Southern
3425,Giddings
3426,Gideon High School
3427,Gig Harbor
3428,Gig Harbor HS
3429,Gig Harbor High School
3430,Gilbert High School
3431,Giles County
3432,Giles County High School
3433,Gillespie High School
3434,Gilman
3435,Gilman School
3436,Gilmer
3437,Gilmour Academy
3438,Gilroy High School
3439,Girard High School
3440,Glacier
3441,Glades Central
3442,Glades Day
3443,Gladewater
3444,Gladstone
3445,Gladstone Area
3446,Glascock County
3447,Glasgow High School
3448,Glass High School
3449,Glassboro
3450,Glebe Collegiate
3451,Glen Burnie
3452,Glen Cove
3453,Glen Este
3454,Glen Falls
3455,Glen Oak
3456,Glen Oaks Community College
3457,Glen Oaks High School
3458,Glen Ridge
3459,Glen Rose
3460,Glenbard East
3461,Glenbard South
3462,Glenbard West
3463,Glenbrook North
3464,Glenbrook South
3465,Glenbrook South High School
3466,Glencoe
3467,Glendale Community College
3468,Glendale High School
3469,Glendale JC
3470,Glendora High School
3471,Glenelg
3472,Glenn
3473,Glenn Academy
3474,"Glenn HS, Kernersville, N.C."
3475,Glenns Ferry
3476,Glens Falls
3477,Glenville
3478,Glenville State College
3479,Glenwood High School
3480,Glenwood School
3481,Glide
3482,Globe High School
3483,Gloucester
3484,Gloucester Catholic
3485,Gloucester Catholic High School
3486,Gloucester County College
3487,Glynn Academy
3488,Gnadenhutten
3489,Godby High School
3490,Goddard
3491,Goffstown
3492,Golden
3493,Golden High School
3494,Golden Valley High School
3495,Golden West
3496,Golden West College
3497,Golden West JC
3498,Goldendale
3499,Goldsboro
3500,Goleman
3501,Goliad
3502,Gonzaga
3503,Gonzaga College Prep
3504,Gonzaga High School
3505,Gonzaga Prep
3506,Gonzaga University
3507,Gonzales
3508,Goochland High School
3509,Good Counsel
3510,Goodpasture Christian
3511,Goodpasture Christian School
3512,Goodrich
3513,Goose Creek
3514,Gordo
3515,Gordon
3516,Gordon College
3517,Gordon State JC
3518,Gordon Tech
3519,Gordonsville
3520,Gore
3521,Goreville
3522,Gorham
3523,Goshen
3524,Goshen Central High School
3525,Gosnell
3526,Gould
3527,Governor Thomas Johnson High School
3528,Gowanda
3529,Grace Baptist Academy
3530,Grace College
3531,Grace King
3532,Grace Prep Academy
3533,Gracemont
3534,Graceville High School
3535,Grady High School
3536,Grady Vocational
3537,Grafton
3538,Graham High School
3539,Grain Valley
3540,Grainger
3541,Grainger High School
3542,Grambling
3543,Grambling State
3544,Grambling State University
3545,Granada High School
3546,Granada Hills
3547,Granbury
3548,Grand Bay
3549,Grand Blanc Community
3550,Grand Canyon University
3551,Grand County
3552,Grand Haven
3553,Grand Island High School
3554,Grand Junction Central
3555,Grand Junction High School
3556,Grand Ledge
3557,Grand Prairie High School
3558,Grand Rapids Christian
3559,Grand Rapids Community College
3560,Grand Ridge
3561,Grand Street High School
3562,Grand Trunk
3563,Grand Valley
3564,Grand Valley State
3565,Grand Valley State University
3566,Grand View College
3567,Grande Prairie Composite
3568,Grandfield High School
3569,Grandledge
3570,Grandview High School
3571,Grandview Preparatory School
3572,Grandville
3573,Granger
3574,Grangeville
3575,Granite
3576,Granite Bay High School
3577,Granite City
3578,Granite Falls
3579,"Granite Hills HS, El Cajon, Calif."
3580,Granite Hills High School
3581,Grant Community High School
3582,Grant High School
3583,Grants Pass
3584,Granville
3585,Grapevine High School
3586,Grass Lake
3587,Grassfield
3588,Gravette
3589,Grayson College
3590,Grayson County College
3591,Grayson High School
3592,Grayson JC
3593,Great Bridge
3594,Great Bridge High School
3595,Great Falls
3596,Great Neck South
3597,Great Oak High School
3598,Greater Atlanta Christian
3599,Greater Atlanta Christian High School
3600,Greater Atlanta Christian School
3601,Greater Johnstown
3602,Greater Latrobe
3603,Greater Nanticoke Area
3604,Greece Athena
3605,Greeley Central
3606,Greeley West
3607,Greely High School
3608,Green Bay West
3609,Green Central
3610,Green City
3611,Green Hope High School
3612,Green Mountain
3613,Green Mountain High School
3614,Green River Community College
3615,Green Valley High School
3616,Greenbrier
3617,Greenbrier Christian Academy
3618,Greenbrier East
3619,Greencastle-Antrim
3620,Greene County
3621,Greene County Central
3622,Greenfield
3623,Greenfield Community College
3624,Greenfield High School
3625,Greenfield-Central
3626,Greenhill School
3627,Greenon
3628,Greensboro
3629,Greensburg Central Catholic
3630,Greensburg Community
3631,Greensburg High School
3632,Greensburg-Salem High School
3633,Greensville County
3634,Greenup County HS
3635,Greenville Christian
3636,Greenville College
3637,Greenville High School
3638,Greenway
3639,Greenway High School
3640,Greenwich
3641,Greenwich Central High School
3642,Greenwich High School
3643,Greenwood
3644,Greenwood Community High School
3645,Greer High School
3646,Grenada
3647,Gresham
3648,Gretna
3649,Griffin
3650,Griffin High School
3651,Griffith
3652,Grimsley
3653,Griswold
3654,Grosse Pointe North
3655,Grosse Pointe South High School
3656,Grossmont College
3657,Grossmont High School
3658,Grossmont JC
3659,Grove
3660,Grove City
3661,Grove City College
3662,Grover Cleveland
3663,Groves
3664,Groveton
3665,Grundy County
3666,Guelph Vocational Institute
3667,Guildford Park
3668,Guilford
3669,Guilford College
3670,Gulf Breeze High School
3671,Gulf Coast
3672,Gulf Coast Community College
3673,Gulf Coast High School
3674,Gulf Coast JC
3675,Gulf Coast State College
3676,Gulf Coast State JC
3677,Gulf Shores
3678,Gulfport High School
3679,Gull Lake
3680,Gulliver Prep
3681,Gulliver Prep School
3682,"Gulliver Prep, Miami"
3683,Gunn High School
3684,Gunnery High School
3685,Gunter
3686,Gustavus Adolphus
3687,Gustine
3688,Guthrie
3689,Gwynn Park
3690,H.L. Bourgeois
3691,Haaren
3692,Habersham Central
3693,Habersham Central High School
3694,Hackensack High School
3695,Hackettstown
